id,cuisine
18749,french
8053,mexican
30014,chinese
30011,mexican
34515,japanese
12871,italian
12870,mexican
8059,jamaican
30019,indian
12878,french
2880,korean
2881,greek
44971,mexican
44970,french
31498,italian
48468,vietnamese
26665,southern_us
44977,southern_us
44976,italian
23010,chinese
23013,italian
23012,indian
23014,chinese
49183,greek
28097,southern_us
47259,indian
47258,southern_us
22632,indian
22637,jamaican
22638,vietnamese
26570,indian
26522,italian
26523,mexican
26520,french
41400,british
26524,vietnamese
24741,italian
24743,french
24748,mexican
28365,mexican
14059,indian
28679,indian
28674,mexican
28677,korean
48454,italian
31940,italian
4763,italian
31943,french
43311,mexican
4767,mexican
13657,mexican
4768,mexican
35648,thai
43318,italian
21906,cajun_creole
11244,french
32268,italian
19749,italian
32918,french
32261,mexican
32915,italian
5805,indian
5804,cajun_creole
17375,italian
1573,italian
23900,italian
23905,indian
23904,korean
23909,italian
23908,chinese
11794,southern_us
27210,british
27214,french
28629,italian
20843,mexican
20842,british
20841,british
32344,southern_us
25509,mexican
36347,japanese
25500,greek
36343,indian
36340,japanese
42371,chinese
42370,italian
42373,french
42372,japanese
48066,filipino
10358,french
4887,italian
39829,southern_us
7965,mexican
39823,mexican
39821,indian
39820,thai
10685,mexican
16979,vietnamese
16972,indian
42194,cajun_creole
42196,italian
42191,indian
12268,indian
17089,greek
12263,chinese
12264,italian
6254,thai
14235,indian
9719,filipino
6112,british
27690,indian
9710,italian
9715,italian
37348,greek
22994,french
8888,italian
33399,mexican
37436,mexican
37341,mexican
838,thai
33392,chinese
22999,japanese
24105,mexican
45341,mexican
45343,french
25205,french
45344,korean
48268,mexican
26853,italian
26850,mexican
44560,southern_us
26624,mexican
19996,chinese
40041,french
40043,italian
44569,japanese
5248,italian
5247,southern_us
1725,mexican
1721,cajun_creole
13134,italian
32749,italian
15839,italian
40269,mexican
40268,thai
40599,indian
9001,southern_us
40265,italian
14303,italian
33972,cajun_creole
33971,italian
3006,japanese
3001,indian
28464,italian
28467,mexican
38708,french
9458,japanese
18356,cajun_creole
3009,cajun_creole
7934,thai
20335,cajun_creole
20334,italian
22433,chinese
45966,southern_us
38018,italian
20333,mexican
38014,indian
4244,mexican
7938,southern_us
30370,chinese
30377,italian
31029,italian
20028,mexican
31530,mexican
31020,mexican
31535,italian
24035,spanish
10675,mexican
5657,mexican
9453,mexican
5652,french
5651,italian
4450,chinese
23732,italian
28282,italian
28289,mexican
48875,indian
48876,southern_us
48870,filipino
27022,mexican
48873,mexican
47060,irish
47061,korean
48878,japanese
47064,chinese
12468,southern_us
6418,french
6417,mexican
6416,korean
12460,italian
6413,cajun_creole
35074,french
21143,japanese
19487,italian
19485,italian
3912,italian
3911,italian
6731,cajun_creole
8310,mexican
6735,mexican
8318,italian
34708,chinese
47035,southern_us
23274,indian
9928,italian
39058,italian
28985,vietnamese
35257,french
35258,italian
9921,southern_us
36245,mexican
19266,greek
210,british
32704,southern_us
32708,italian
16761,french
219,mexican
12079,southern_us
6087,french
6084,irish
22179,chinese
22178,french
12071,japanese
24861,italian
14931,indian
25777,mexican
43764,french
43815,french
25779,filipino
21852,chinese
46081,italian
46087,italian
46738,southern_us
49509,italian
46084,southern_us
49507,french
14932,southern_us
24821,vietnamese
46730,chinese
46733,mexican
46732,italian
20810,mexican
30015,italian
2554,italian
45421,indian
26083,mexican
11476,southern_us
11477,italian
11474,southern_us
11475,italian
11472,indian
43100,cajun_creole
28143,southern_us
43106,brazilian
5010,italian
46558,italian
5012,southern_us
46888,french
5016,japanese
46881,italian
46886,mexican
46556,mexican
20929,chinese
17416,mexican
17413,mexican
17410,mexican
36756,indian
13306,chinese
4416,italian
13302,french
4412,korean
13300,italian
4410,mexican
919,italian
918,filipino
9549,southern_us
36282,mexican
36283,mexican
9544,italian
36287,brazilian
14828,greek
14822,southern_us
14823,japanese
30758,southern_us
14826,italian
48678,mexican
20104,french
48670,southern_us
48671,indian
44779,mexican
22947,chinese
31690,indian
27597,irish
27590,mexican
27591,italian
41501,irish
41509,greek
48012,filipino
27843,korean
14939,japanese
27846,southern_us
48014,southern_us
27845,mexican
40901,mexican
40902,cajun_creole
21490,mexican
39614,french
29706,mexican
29257,italian
29704,chinese
29251,italian
39611,southern_us
39613,filipino
11814,italian
33705,mexican
18503,southern_us
11817,greek
11810,mexican
11811,greek
11812,italian
11813,mexican
18509,southern_us
34280,italian
34282,thai
15157,indian
34289,southern_us
29429,japanese
45606,mexican
39533,southern_us
39537,filipino
39538,italian
25722,italian
38476,southern_us
31702,indian
29425,italian
31706,filipino
31705,french
7163,mexican
31709,thai
33560,chinese
37666,southern_us
37888,thai
37887,french
37886,thai
37668,thai
37880,indian
30032,french
30031,mexican
34069,chinese
30034,chinese
34065,italian
34066,mexican
12896,mexican
12891,italian
12890,japanese
8077,southern_us
34063,southern_us
44955,indian
40672,chinese
40670,chinese
26640,southern_us
39280,southern_us
29923,southern_us
1443,mexican
23039,indian
23038,italian
47277,thai
38417,italian
47906,indian
23033,southern_us
47272,thai
1449,moroccan
46128,southern_us
16540,chinese
43463,italian
22347,vietnamese
22344,moroccan
22340,mexican
26501,chinese
26502,cajun_creole
26504,french
26506,thai
15011,italian
42670,mexican
38224,southern_us
38223,mexican
38221,indian
28612,french
42673,french
38228,southern_us
31901,chinese
35629,french
43377,cajun_creole
4783,italian
48902,mexican
32934,japanese
5820,british
19016,mexican
48903,vietnamese
5825,mexican
23696,mexican
5846,cajun_creole
11263,japanese
23698,italian
32939,italian
11265,italian
28544,greek
30398,brazilian
41013,italian
27885,italian
27882,mexican
19743,indian
25699,greek
25698,french
25348,italian
25690,chinese
25694,french
25696,indian
29211,italian
23962,mexican
39652,italian
14541,japanese
11989,italian
27270,greek
31371,french
43594,mexican
25524,thai
43592,mexican
28263,chinese
191,indian
25529,italian
192,thai
21994,italian
21995,italian
42354,mexican
42420,southern_us
42423,italian
17311,indian
17317,southern_us
17319,indian
12797,indian
39841,italian
39843,italian
9156,indian
8666,greek
10334,southern_us
39846,italian
39849,italian
2766,chinese
16406,korean
8668,british
16404,korean
16405,moroccan
16954,mexican
16957,mexican
6270,japanese
6275,italian
30674,mexican
6278,chinese
21195,moroccan
20823,mexican
20827,southern_us
19969,italian
9731,moroccan
9735,filipino
9739,chinese
9738,italian
21440,chinese
21441,mexican
49264,indian
49265,italian
21332,chinese
37412,southern_us
16245,italian
24128,italian
24129,thai
4085,indian
16715,french
22979,cajun_creole
22978,spanish
853,filipino
16240,italian
19961,indian
41339,french
32002,italian
45369,mexican
45368,southern_us
45365,mexican
45362,thai
41992,chinese
48240,mexican
32450,italian
44549,italian
44013,mexican
44542,japanese
14148,chinese
14144,mexican
14143,italian
41194,moroccan
22491,brazilian
5226,mexican
33033,chinese
15811,southern_us
15815,japanese
3063,mexican
14368,thai
14499,italian
3067,italian
3066,italian
17942,mexican
3064,southern_us
33911,mexican
14492,filipino
3068,cajun_creole
14365,mexican
14495,indian
28440,italian
45942,british
45941,korean
38038,chinese
45945,italian
45944,southern_us
38031,cajun_creole
45948,italian
26385,italian
47599,moroccan
47592,italian
29458,italian
27494,italian
47594,italian
7576,brazilian
40247,irish
40246,mexican
29064,chinese
40242,italian
24136,italian
40240,southern_us
40249,mexican
1307,french
1300,moroccan
1301,italian
47046,italian
47048,italian
17918,chinese
19132,italian
34495,french
34494,italian
34497,french
498,italian
27047,greek
48819,southern_us
34498,mexican
6479,french
30939,italian
12403,french
20880,italian
6477,mexican
15367,mexican
31517,southern_us
31515,italian
31513,italian
7758,chinese
35014,indian
32893,japanese
32892,italian
3938,mexican
32894,cajun_creole
3935,korean
19464,vietnamese
21926,french
3930,cajun_creole
32543,italian
3932,italian
34723,southern_us
8336,mexican
8337,greek
34724,southern_us
8338,chinese
34728,indian
6710,jamaican
39075,greek
9900,italian
9901,italian
9909,mexican
27402,italian
24466,italian
34937,southern_us
24468,mexican
19209,indian
22993,thai
19202,italian
32765,mexican
19206,italian
22404,moroccan
22159,cajun_creole
22403,indian
22402,italian
13755,indian
26319,greek
26318,chinese
44516,french
46780,chinese
20363,italian
4049,mexican
43293,italian
25753,southern_us
25754,indian
25756,mexican
43296,indian
3667,mexican
49078,cajun_creole
3661,indian
46710,chinese
24806,chinese
43121,cajun_creole
2579,indian
2577,indian
23823,italian
11458,italian
11454,mexican
28847,indian
11450,mexican
23825,greek
17435,greek
3596,filipino
5037,southern_us
5034,mexican
27937,thai
23828,indian
13320,mexican
4430,southern_us
38586,italian
17124,chinese
36732,japanese
975,french
974,italian
979,southern_us
46651,italian
21934,italian
48655,chinese
48656,indian
47546,italian
41292,greek
48652,italian
48658,italian
48389,southern_us
48382,thai
21288,mexican
27115,mexican
44710,italian
44712,italian
39988,french
44716,french
44718,southern_us
39986,cajun_creole
39983,italian
42657,moroccan
42655,thai
46573,french
42650,italian
42651,mexican
24270,thai
48030,thai
41072,irish
41070,mexican
45002,italian
41074,french
10475,italian
10474,italian
10476,mexican
10471,chinese
26682,russian
24090,indian
10478,thai
24091,indian
29279,indian
39679,french
20089,cajun_creole
39670,southern_us
39671,french
45305,italian
33761,chinese
33767,mexican
11875,moroccan
14808,korean
18836,southern_us
18833,chinese
18520,mexican
30583,italian
45658,mexican
34269,italian
30589,thai
34265,southern_us
30232,french
7100,italian
48486,italian
20081,chinese
39519,greek
7108,southern_us
14759,mexican
31729,southern_us
31720,french
31725,chinese
24644,italian
18788,greek
1684,italian
37601,italian
33585,italian
33582,thai
33580,italian
37606,italian
30058,french
34002,vietnamese
34003,thai
30053,italian
40657,mexican
40650,vietnamese
29984,southern_us
40652,mexican
29986,southern_us
28055,italian
14775,french
28052,italian
24256,mexican
24250,chinese
24251,cajun_creole
47928,southern_us
46874,chinese
28583,japanese
1467,italian
1466,thai
28585,greek
16937,southern_us
24784,irish
24786,mexican
25176,italian
4238,french
4237,chinese
4236,southern_us
13925,indian
4233,spanish
13923,cajun_creole
4231,french
5591,moroccan
5592,italian
5594,southern_us
5596,mexican
23638,southern_us
11588,thai
38205,cajun_creole
38206,southern_us
29524,chinese
38200,chinese
13694,mexican
13695,italian
35605,chinese
35604,italian
35353,brazilian
13693,italian
313,italian
35359,italian
316,irish
11201,mexican
11204,italian
43350,indian
11208,indian
43352,southern_us
43354,cajun_creole
19072,mexican
19071,italian
29732,thai
10717,southern_us
22363,korean
1337,southern_us
25321,french
440,italian
33665,greek
23947,mexican
23417,chinese
23416,french
23411,mexican
23410,chinese
26797,greek
23419,mexican
29603,filipino
27254,indian
27251,french
22094,french
22098,southern_us
2295,indian
31844,southern_us
32376,southern_us
19697,italian
32224,chinese
46381,mexican
46382,korean
42406,british
42405,italian
41172,indian
10911,mexican
15874,italian
17330,italian
10319,greek
7925,french
9136,mexican
7296,italian
9134,indian
10646,mexican
10647,thai
39865,southern_us
39864,spanish
10314,british
7928,southern_us
7929,cajun_creole
16428,moroccan
16424,french
16423,indian
6294,southern_us
6293,french
26127,italian
26122,southern_us
32639,chinese
20805,brazilian
17562,italian
37470,southern_us
37476,chinese
35,mexican
37475,japanese
21316,thai
49715,mexican
21311,french
49242,mexican
49243,italian
17597,thai
17596,mexican
876,cajun_creole
877,indian
22951,russian
872,french
871,mexican
2740,southern_us
4591,indian
4594,italian
4595,indian
2749,chinese
4847,italian
18935,mexican
44525,mexican
5203,southern_us
29380,french
14163,mexican
14162,french
14167,italian
14166,cajun_creole
14165,italian
13410,mexican
13178,indian
36070,greek
36078,italian
14347,italian
37297,french
33934,italian
11194,indian
11197,italian
11196,indian
18319,french
17920,southern_us
38058,mexican
3045,mexican
45929,french
27418,chinese
27411,thai
20373,italian
45922,russian
45924,moroccan
45927,italian
19864,cajun_creole
44037,italian
44030,southern_us
44031,jamaican
40009,mexican
44038,italian
41715,british
41719,southern_us
15699,southern_us
12580,british
29049,southern_us
29045,greek
29046,southern_us
29047,mexican
29042,chinese
1322,italian
23779,mexican
47719,southern_us
1324,french
28933,cajun_creole
47715,mexican
47710,italian
47711,korean
23776,indian
6451,chinese
15341,indian
8680,southern_us
8681,italian
12425,mexican
6901,vietnamese
30917,italian
8134,indian
15349,italian
27062,italian
27063,southern_us
8131,italian
27066,mexican
11223,mexican
35038,jamaican
34754,thai
31069,french
35031,italian
31063,mexican
19191,french
19192,mexican
19447,italian
3954,mexican
8350,southern_us
8351,mexican
8352,french
34742,chinese
8356,mexican
39098,italian
20266,mexican
39096,indian
39093,indian
27544,mexican
48042,mexican
22428,brazilian
17831,mexican
22422,indian
20617,spanish
43722,french
13777,indian
27934,indian
28106,mexican
13778,italian
26337,japanese
5784,british
5785,mexican
5780,filipino
27549,italian
5783,italian
27938,greek
3600,filipino
32747,italian
19990,russian
11439,mexican
32743,japanese
19220,thai
19999,mexican
11434,southern_us
11435,mexican
38876,spanish
38874,mexican
17456,mexican
17105,cajun_creole
38879,filipino
4453,mexican
4452,mexican
13341,indian
13347,mexican
13345,italian
21212,italian
36249,jamaican
36711,indian
36713,mexican
36714,chinese
36715,indian
42090,french
42091,chinese
49012,southern_us
46775,southern_us
21811,italian
25654,mexican
49019,southern_us
42099,french
21818,japanese
48633,french
41278,cajun_creole
48634,italian
48635,italian
41274,japanese
41270,italian
37006,vietnamese
16855,chinese
16854,mexican
16853,mexican
16852,french
44731,italian
42898,italian
12167,indian
6330,indian
6332,southern_us
46596,chinese
12169,cajun_creole
46593,southern_us
46592,mexican
41018,moroccan
27888,french
45026,thai
41012,mexican
41015,italian
41014,chinese
9674,filipino
10451,indian
39653,chinese
10457,french
33842,mexican
10458,french
37598,indian
18812,italian
37592,italian
37046,moroccan
8903,greek
33747,italian
30219,french
49298,mexican
30216,indian
44192,indian
44197,french
26938,chinese
7124,southern_us
7125,italian
26019,southern_us
37626,greek
37624,chinese
8619,italian
1668,indian
1664,indian
1663,french
48479,southern_us
26689,chinese
44998,japanese
2828,greek
35996,indian
40630,indian
44990,indian
35991,italian
2823,vietnamese
47941,mexican
3387,british
47943,indian
28036,french
47944,italian
47946,italian
47948,southern_us
34244,chinese
1409,italian
3965,mexican
34243,french
1400,cajun_creole
1405,indian
32571,mexican
13904,italian
35196,mexican
28371,italian
13900,italian
35190,italian
7952,brazilian
13909,southern_us
18104,japanese
18101,italian
47684,chinese
27238,french
5570,italian
34020,southern_us
34021,jamaican
34027,thai
38267,italian
31306,southern_us
31307,moroccan
33460,british
35370,southern_us
339,moroccan
28420,italian
47365,chinese
47364,japanese
47369,irish
47368,japanese
5127,japanese
32970,southern_us
19055,indian
48999,southern_us
25907,chinese
25901,mexican
25306,southern_us
25657,italian
25303,italian
23431,indian
23435,chinese
23439,italian
29111,italian
8416,greek
31750,mexican
39135,italian
39134,irish
30300,chinese
39139,brazilian
16629,mexican
16626,mexican
16627,russian
16625,italian
16192,chinese
33418,mexican
6109,japanese
6108,mexican
12756,mexican
6104,indian
12750,indian
10939,southern_us
10935,cajun_creole
10933,japanese
16990,italian
16991,southern_us
16992,indian
9448,indian
9110,indian
16999,southern_us
9117,chinese
9116,mexican
16448,italian
12287,indian
12280,mexican
12283,mexican
12288,southern_us
21153,mexican
16445,indian
28234,italian
26103,mexican
42285,italian
42287,indian
21487,spanish
14957,greek
3417,italian
22933,southern_us
22932,mexican
22935,italian
49223,indian
49221,italian
49226,mexican
18218,indian
38469,french
19983,indian
38464,greek
14283,southern_us
32752,italian
10665,jamaican
4862,chinese
2014,indian
2013,italian
14101,mexican
14100,chinese
33484,italian
33483,southern_us
18485,southern_us
17714,filipino
17716,southern_us
44922,mexican
17719,spanish
7444,mexican
13155,thai
13154,mexican
13153,japanese
13151,italian
13159,mexican
36050,mexican
10594,chinese
36059,mexican
36500,chinese
33267,italian
33265,italian
33264,italian
37906,irish
33269,italian
45907,mexican
41484,greek
48171,korean
45901,chinese
41481,italian
17903,greek
48178,spanish
45908,mexican
30688,indian
34909,italian
34903,french
30682,southern_us
34900,southern_us
44052,italian
30540,indian
44056,cajun_creole
44506,mexican
40028,italian
44059,russian
19902,french
47556,cajun_creole
47554,italian
47880,chinese
12995,indian
41735,indian
29535,mexican
29537,chinese
24004,mexican
29029,moroccan
29023,vietnamese
40281,italian
29026,spanish
40285,southern_us
47771,italian
47776,greek
13377,thai
8119,italian
6928,italian
6924,mexican
15417,italian
23975,filipino
4465,french
16960,southern_us
26740,mexican
39305,mexican
26749,italian
13370,italian
36629,indian
8376,southern_us
34763,italian
34762,spanish
34760,french
18686,mexican
24051,french
36627,southern_us
23267,french
24429,indian
24428,cajun_creole
28777,italian
28772,italian
24425,mexican
24426,mexican
22441,southern_us
22116,vietnamese
22443,italian
22114,southern_us
18684,italian
22449,cajun_creole
22118,chinese
26355,indian
30343,british
4008,mexican
24872,mexican
43708,indian
4000,mexican
13712,filipino
13715,french
4006,italian
3970,italian
3973,british
32502,thai
23268,southern_us
